name,nature,source,circumstance,gift_old_style,gift_received_date,gift_date
"Zorigtbaatar, Enkhjin Enzo",Three-day pass to C2 Montreal Conference,C2 Montreal,A complimentary pass was given to accompanying ministerial staff at the C2 Montreal confer..., ,2023/05/24,2023/06/01
"O'Regan Jr., Seamus",One ticket to attend the 35th Annual Testimonial Dinner Honour Roll of the Public Policy F...,Public Policy Forum,Attended the Public Policy Forum Testimonial Dinner Honour Roll as I was an invited guest ..., ,,2023/06/01
"Kadri, Nadia",Three-day pass to C2 Montreal Conference,C2 Montreal ,A complimentary pass was given to accompanying ministerial staff at the C2 Montreal confer..., ,2023/05/24,2023/06/01
"Miller, Marc",Painting,"Ouray Crowfoot, Chief of Siksika First Nation",In recognition of the settlement of a land claims with Siksika First Nation , ,2023/05/19,2023/05/29
"Bendayan, Rachel",Admission to the C2MTL conference,C2 International,"As parliamentary secretary, accompanying Minister Boissonault on a Montreal tour", ,2023/05/18,2023/05/29
"Rodriguez, Pablo","One ticket for the Les Mercuriades 2023 gala, at the Palais des congrès de Montréal",Fédération des chambres de commerce du Québec,I have been invited to give a speech as Minister of Canadian Heritage and Quebec Lieutenan..., ,,2023/05/24
"Pennella, Julia",Ticket to attend the 35th Annual Testimonial Dinner Honour Roll,Public Policy Forum,Attended to support the Minister of Labour in his official duties, ,2023/04/27,2023/05/24
"Boulé, Alexandre","One ticket for the Les Mercuriades 2023 gala, at the Palais des congrès de Montréal",Fédération des chambres de commerce du Québec,Accompanying the Minister of Canadian Heritage and Quebec Lieutenant, ,,2023/05/23
"Lametti, David","A wooden wine box (containing a bottle of wine and four wine accessories), cufflinks, and ...","Mr. Merrick Garland, Attorney General of the United States, and Mr. Alejandro Mayorkas, Un...","Meeting of the Canada-U.S. Cross-Border Crime Forum held in Ottawa, Ontario.", ,2023/04/28,2023/05/23
"Desjarlais, Blake","Four tickets to attend the Juno Awards Broadcast Event in Edmonton, Alberta (March 13, 202...",Explore Edmonton Corporation,Tickets were offered in my capacity as Member of Parliament for Edmonton Griesbach, ,2023/03/13,2023/05/17
"Miller, Marc",Painting,NunatuKavut Community Council,Visit to their offices and meeting, ,2023/05/11,2023/05/16
"Miller, Marc",Painting,"Etienne Rich, Grand Chief of the Innu Nation",Community visit to attend the Innu Nation office grand opening, ,2023/05/10,2023/05/16
"Mondou, Isabelle","Tickets: 1
Event or sporting event ticket(s)
Première mondiale du projet Riopelle de Rober...",Fondation DuceppePresided by Desjardins,Representing the Department of Canadian Heritage, ,2023/04/27,2023/05/16
"Mondou, Isabelle",Tickets: 1Event or sporting event ticket(s)Annual congress of the Association québécoise d...,Hélène MessierPresident and CEO,Representing the department of Canadian Heritage , ,2023/04/26,2023/05/16
"Fortier, Mona","One ticket to attend Politics and the Pen / la politique et l'écrit event on May 10, 2023 ...",Writers' Trust of Canada,Co-host of the annual event, ,2023/05/04,2023/05/15
"Fortier, Mona","One ticket to attend the Governor General's Performing Arts Awards on May 27, 2023 in Otta...",Governor General's Performing Arts Awards Foundation,Invited in my capacity as Member of Parliament of Ottawa-Vanier, ,2023/05/01,2023/05/15
"Rodriguez, Pablo",A ticket to participate in the fireside chat with Hélène Messier and attend the cocktail a...,AQPM,Participated in my capacity as Minister of Canadian Heritage, ,2023/04/26,2023/05/15
"Hajdu, Patricia",I received the following gifts:Two blanketsTraditional Headband,Squamish Nation Leadership ,Minister participated in a ceremony organized for the renewal of a federal agreement annou..., ,2023/04/14,2023/05/12
"Fortier, Mona","One ticket to attend the Governor General's Performing Arts Awards on May 27, 2023 in Otta...",Governor General's Performing Arts Awards Foundation,Invited in my capacity as Member of Parliament of Ottawa-Vanier, ,2023/05/01,2023/05/11
"Fortier, Mona","One ticket to attend Politics and the Pen / la politique et l'écrit event on May 10, 2023 ...",Writers' Trust of Canada,Co-host of the annual event, ,2023/05/04,2023/05/11
"Trudeau, Justin","Ground Security Motorcade provided to me and my family from April 6 to April 10, 2023",US Secret Service,"Private visit in Big Sky, Montana", ,2023/04/06,2023/05/10
"Telford, Katie","One ticket to attend the 2023 White House Correspondents' Association Dinner on April 29, ...",Bloomberg Media,Invited in my official capacity as Chief of Staff to the Prime Minister, ,2023/04/29,2023/05/10
"Serengulian, Norair",One ticket to attend the 50th Anniversary Gala of the National Congress of Italian Canadia...,"Mr. Antonio Sciascia, President of the National Congress of Italian Canadians (QR), and Mr...",Attended to support the Minister of Canadian Heritage and Quebec Lieutenant in his officia..., ,2023/04/11,2023/05/08
"Lametti, David",Two tickets to attend the 50th Anniversary Gala of the National Congress of Italian Canadi...,"Mr. Antonio Sciascia, President of the National Congress of Italian Canadians (QR), and Mr...",Invited to make a speech at the event., ,2023/04/21,2023/05/08
"Redekopp, Brad",Silver Filigree Bowl ,"Mr. Saurabh Kumar, Indian Ministry of External Affairs Secretary (East)",Foreign Office Consultations (FOC) with Indian Ministry of External Affairs, ,2023/04/12,2023/05/05
"Hajdu, Patricia","A gift bag comprised of the following:- An eagle head carving, by artist Todd Longboat- Ba...","Rosanne Archibald,  National Chief, Assembly of First Nations","Minister spoke at the Assembly of First Nations, a Special Chiefs Assembly,  on April 6, 2...", ,2023/04/06,2023/05/04
"Rodriguez, Pablo",Two tickets to attend the 50th Anniversary Gala of the National Congress of Italian Canadi...,"Mr. Antonio Sciascia, President of the National Congress of Italian Canadians (QR), and Mr...",Invited to give a congratulatory speech and to deliver the Prime Minister's message at the..., ,2023/04/11,2023/05/02
"Trudeau, Justin",Portrait of my spouse,"Jude Ifesieh, Canadian Artist, Hamilton, Ontario",No event - Received via courier, ,2023/03/20,2023/05/01
"Hanley, Brendan","Complimentary annual parking spot at the Erik Neilsen Airport located in Whitehorse, Yukon...",Department of Highways and Public Works of the Government of Yukon.,Complimentary annual parking spot offered to the Member of Parliament as Department's stan..., ,2023/04/21,2023/05/01
"Trudeau, Justin",Randolph Aviator Sunglasses personalized with Joe Biden’s signature given to each of my ch...,Dr. Jill Biden,"The Honorable Joseph R. Biden Jr., President of the United States of America, and Dr. Jill...", ,2023/03/24,2023/05/01
"Trudeau, Justin",Jewellery Box with Jill Biden’s signature given to my spouse,Dr. Jill Biden,"The Honorable Joseph R. Biden Jr., President of the United States of America, and Dr. Jill...", ,2023/03/24,2023/05/01
"Trudeau, Justin",Gold Cuff Bracelet given to my spouse,Dr. Jill Biden,"The Honorable Joseph R. Biden Jr., President of the United States of America, and Dr. Jill...", ,2023/03/24,2023/05/01
"Trudeau, Justin",Wooden bowl with US Coat of Arms and President Biden’s signature engraved on the base by A...,"The Honorable Joseph R. Biden Jr., President of the United States of America","The Honorable Joseph R. Biden Jr., President of the United States of America, and Dr. Jill...", ,2023/03/24,2023/05/01
"Kusmierczyk, Irek",Annual complimentary parking pass for 2022-2023,City of Windsor,This parking pass was provided by the City of Windsor upon election and renewed on an annu..., ,2022/10/18,2023/04/26
"Kusmierczyk, Irek",Annual complimentary parking pass for 2021-2022,City of Windsor,This parking pass was provided by the City of Windsor upon election and renewed on an annu..., ,2021/10/18,2023/04/26
"Kusmierczyk, Irek",Annual complimentary parking pass for 2022-2023,City of Windsor,This parking pass was provided by the City of Windsor upon election and renewed on an annu..., ,2022/10/18,2023/04/26
"Kusmierczyk, Irek",Annual complimentary parking pass for 2021-2022,City of Windsor,This parking pass was provided by the City of Windsor upon election and renewed on an annu..., ,2021/10/18,2023/04/26
"Morrison, David",Karimnagar Silver Filigree Bowl made in Hyderabad city in the state of Telangana in India,"Mr. Saurabh Kumar, Indian Ministry of External Affairs Secretary (East)",Foreign Office Consultations (FOC) with Indian Ministry of External Affairs, ,2023/04/11,2023/04/25
"Boissonnault, Randy",Meal for myself and my party,CN Tower,Received in my personal capacity while visiting the CN Tower 360 Restaurant, ,2023/03/25,2023/04/24
"Hillman, Kirsten",Pair of tickets to the 2023 White House Correspondents' Association Dinner on April 29th i...,Thomson Reuters,Invited in my official capacity, ,2023/04/04,2023/04/19
"Rota, Anthony",Silver statuette,"Andreas Norlén, Speaker of Sweden's Riksdag",Official visit to the Riksdag, ,2023/04/14,2023/04/14
"Gould, Karina","One ticket to attend the Top 25 Women of Influence Awards Luncheon, held in Toronto on Apr...",Women of Influence+,"I have been named a ""Top 25 Women of Influence"" for 2023", ,,2023/04/11
"Kadri, Nadia","Destination Canada socks and playing cards, with a voucher to have moccasins shipped",Destination Canada,Member of the Minister of Tourism and Associate Minister of Finance's staff delegation to ..., ,,2023/04/05
"Michnowski, Ashley","1 ticket to attend the Opening Night Awards of the JUNOs on March 11, 2023 in Edmonton, Al...",The Canadian Academy of Recording Arts and Sciences,Attended to support the Minister of Canadian Heritage in his official duties, ,2023/03/10,2023/04/05
"Joly, Mélanie",Gavroche Hermès scarf (45 cm),"Madame Catherine Colonna, France's Minister for Europe and Foreign Affairs",Official visit abroad, ,2023/02/20,2023/04/03
"McPherson, Heather","Four tickets to attend the JUNO Awards at Rogers Place in Edmonton on March 13, 2023",Explore Edmonton Corporation,Tickets were offered in my capacity as a Member of Parliament for Edmonton, ,2023/03/13,2023/04/03
"Miller, Marc",Painting,"Bryon Louis, Chief of the Okanagan Indian Band (OKIB)",Community visit to OKIB , ,2023/03/16,2023/04/03
"Rodriguez, Pablo","2 tickets to attend the Opening Night Awards of the JUNOs on March 11, 2023 in Edmonton, A...",The Canadian Academy of Recording Arts and Sciences,Spoke in my capacity as Minister of Canadian Heritage at both events, ,2023/03/10,2023/03/31
"Scaffidi, Laura","1 ticket to attend the Opening Night Awards of the JUNOs on March 11, 2023, in Edmonton, A...",The Canadian Academy of Recording Arts and Sciences (CARAS),Attended to support the Minister of Canadian Heritage, ,,2023/03/29
"Paquette-Dioury, Aïsha","One ticket to attend the Gala Les Oliviers on March 19, 2023 in Montreal, Québec ",L'Association des Professionnels de l'industrie de l'humour (APIH),To support the Minister in his official duties, ,,2023/03/27
"Bergeron, Stéphane",Canadian Political Science Association,The intern had interviews with multiple members of parliament and he chose to work with us...,One paid and non-partisan intern from the Canadian Political Association started working i..., ,,2023/03/23
"Blair, Bill",North Shore Rescue (BC SAR) Customized Arcteryx Practitioner Hoody Jacket,"North Shore Rescue Team Society, North Vancouver, BC",Joint Provincial and Federal tour of the Search and Rescue facility, ,,2023/03/23
"Singh, Jagmeet",Personalized bronze memorial coin,"Bernhard Daldrup, Member of the German Bundestag, North Rhine-Westphalia",Thank you gift and letter for meeting, ,2023/02/01,2023/03/22
"Smith, Sherry",- Beaded Turtle Island Poppy Pin- Painting honouring missing children at the Grouard resid...,"Sydney Halcrow, Chief of Kapawe’no First Nation",Attended to support the Minister of Crown-Indigenous Relations in his official duties:- Si..., ,2023/02/23,2023/03/21
"Kusie, Stephanie",One non-partisan paid intern from the Canadian Political Science Association began work in...,Canadian Political Science Association (CPSA),The ten interns interviewed and chose the MPs they will work with. The interns are univers..., ,,2023/03/20
"Boissonnault, Randy","Destination Canada socks and playing cards, with a voucher to have moccasins shipped",Destination Canada,Destination Canada’s collaboration with TED in New York, ,2023/02/23,2023/03/20
"Breitkreutz, Morgan","Destination Canada socks and playing cards, with a voucher to have moccasins shipped",Destination Canada,Member of the Minister of Tourism and Associate Minister of Finance's staff delegation to ..., ,2023/02/23,2023/03/20
"Gazan, Leah","- Ticket to the ""Women in Leadership: Rise Up! Lift up!"" conference in Toronto (February 2...",National Union of Public and General Employees,Speaker, ,2023/02/23,2023/03/17
"Bernard, Angélique",A crystal vase,"Kohei Maruyama, Consul General of Japan in Vancouver","During a protocol visit to Whitehorse on February 22, 2023", ,2023/02/22,2023/03/17
"Trudeau, Justin",Land Santa Fe Leather Briefcase,"The Honourable Philip Davis, Prime Minister of the Commonwealth of The Bahamas",Attended the Conference of the Heads of Government of the Caribbean Community (CARICOM) in..., ,2023/02/17,2023/03/16
"Hajdu, Patricia",Carving of a drum dancer made by Norman Mark ,"Terry Goodtrack, President and Chief Executive Officer, Aboriginal Financial Officers Asso...",Speaking engagement at the Aboriginal Financial Officers Association Canada 21st National ..., ,2023/02/15,2023/03/13
"Miller, Marc",- Beaded Turtle Island Poppy Pin- Painting honouring missing children at the Grouard resid...,"Sydney Halcrow, Chief of Kapawe’no First Nation",- Signing of the settlement agreement regarding the Kapawe’no First Nation’s Treaty 8 Agri..., ,2023/02/23,2023/03/10
"Miller, Marc","Sweater, painting, lamp and meal","Cody Thomas, Chief of the Enoch Cree First Nation",Meeting with the Enoch Cree First Nation leadership, ,2023/02/20,2023/03/10
"Dunn, Sarah",Painting honouring missing children at the Grouard residential school. Artist: Leana Richa...,"Sidney Halcrow, Chief of the Kapawe’no First Nation",Ministerial signing of the Kapawe’no Agricultural Benefit and visit of the Grouard residen...,Nature:Painting honouring missing children at the Grouard residential school. Artist: Leana Ric...,,2023/03/10
